"region","Year","rp_median"
360,1985,0.0702277123059794
360,1987,0.0670441985394356
360,1989,0.0497175994839164
360,1991,0.0506332002075935
360,1993,0.0581977118207073
360,1995,0.0650515624904287
360,1997,0.0701195178635282
360,1999,0.0667485286380449
360,2001,0.0562397368420129
360,2003,0.0440461898262068
360,2005,0.0334062198969642
360,2007,0.0285795716454652
360,2009,0.0499482431268454
360,2011,0.0522849473392052
360,2013,0.044974419165811
520,1985,0.0870530157232944
520,1987,0.0761465545055186
520,1989,0.0874525346354216
520,1991,0.0860922922813451
520,1993,0.0943000065158213
520,1995,0.0876554769561441
520,1997,0.0883783155506066
520,1999,0.0927485131113621
520,2001,0.078971333575573
520,2003,0.0665842855432952
520,2005,0.0723459578317705
520,2007,0.0834896743435099
520,2009,0.0843337378229176
520,2011,0.105253062443562
520,2013,0.100388293259404
720,1985,0.0766675782652521
720,1987,0.0810074214239897
720,1989,0.0743797509433886
720,1991,0.0793927236436534
720,1993,0.0772975590704244
720,1995,0.0816219271184503
720,1997,0.0668119090367807
720,1999,0.0933133451234806
720,2001,0.0848290529182622
720,2003,0.0789758121485438
720,2005,0.0755544958032032
720,2007,0.0528042256301043
720,2009,0.0619883535031978
720,2011,0.0633555613892757
720,2013,0.058734880590583
1120,1985,0.0561228995959953
1120,1987,0.0478144216875369
1120,1989,0.0521047124435788
1120,1991,0.0580467596851899
1120,1993,0.064863982726986
1120,1995,0.06788596916818
1120,1997,0.0653004462532547
1120,1999,0.0628939058904037
1120,2001,0.0536097368164395
1120,2003,0.0576603820806764
1120,2005,0.041028815090435
1120,2007,0.0402947890237977
1120,2009,0.048467309580831
1120,2011,0.0511667892731885
1120,2013,0.0402041149605277
1600,1985,0.0832272410601489
1600,1987,0.081028435188421
1600,1989,0.0740709657800423
1600,1991,0.071305529635028
1600,1993,0.0738357629466069
1600,1995,0.0696332295120975
1600,1997,0.0681637489006183
1600,1999,0.072111435360983
1600,2001,0.0694762590948848
1600,2003,0.0623294453681405
1600,2005,0.0586977228412804
1600,2007,0.0516121147450311
1600,2009,0.0681356095773754
1600,2011,0.0811515295589417
1600,2013,0.0788747738096903
1680,1985,0.0762005808762745
1680,1987,0.0725127793741789
1680,1989,0.0709594023734417
1680,1991,0.0734012462957256
1680,1993,0.0730097498136136
1680,1995,0.0822877183972743
1680,1997,0.0653013563793056
1680,1999,0.066527417866762
1680,2001,0.0746776412464834
1680,2003,0.0698557691695138
1680,2005,0.0813033913394633
1680,2007,0.0629685372087396
1680,2009,0.0795965545983353
1680,2011,0.0904114524416202
1680,2013,0.0991958022253998
1920,1985,0.0762538378443014
1920,1987,0.0856063455980013
1920,1989,0.084759522550384
1920,1991,0.0922138711573298
1920,1993,0.119901752707944
1920,1995,0.0996852764030485
1920,1997,0.104661043434558
1920,1999,0.106627567529021
1920,2001,0.103386014094124
1920,2003,0.102434738083317
1920,2005,0.107509491005301
1920,2007,0.102551932013776
1920,2009,0.10049527203479
1920,2011,0.121817823020636
1920,2013,0.0986276588661375
2160,1985,0.0951121065140192
2160,1987,0.0969142506914342
2160,1989,0.0953562994233499
2160,1991,0.0975885526561013
2160,1993,0.0962765878817772
2160,1995,0.0808109086586854
2160,1997,0.0710109857718571
2160,1999,0.0687007518766061
2160,2001,0.0629519925539702
2160,2003,0.0664349162037832
2160,2005,0.0645510626079722
2160,2007,0.0685016975794758
2160,2009,0.104185749147916
2160,2011,0.108524883063921
2160,2013,0.117789949285764
3360,1985,0.0818281219264405
3360,1987,0.0937156621019493
3360,1989,0.111115042803158
3360,1991,0.131911608360417
3360,1993,0.12009029994128
3360,1995,0.121570064171119
3360,1997,0.129627398202364
3360,1999,0.129282171336506
3360,2001,0.108793407513168
3360,2003,0.102152363749008
3360,2005,0.109342593799528
3360,2007,0.105642273023354
3360,2009,0.122732691981169
3360,2011,0.116348386529948
3360,2013,0.121752145695808
3760,1985,0.086126942735174
3760,1987,0.0890064685680606
3760,1989,0.0995219049316941
3760,1991,0.093942228158439
3760,1993,0.102119344967805
3760,1995,0.115020615057915
3760,1997,0.0938186959541193
3760,1999,0.0974172750694886
3760,2001,0.0964193982628805
3760,2003,0.0902354660425615
3760,2005,0.0923276704031753
3760,2007,0.0813840697769527
3760,2009,0.0965905279094394
3760,2011,0.0957926986741256
3760,2013,0.0952882049667107
4480,1985,0.0611544049504186
4480,1987,0.0573163244138603
4480,1989,0.0451130833336267
4480,1991,0.0426060199747604
4480,1993,0.0488759329535869
4480,1995,0.0551245563044543
4480,1997,0.0544148398516963
4480,1999,0.0611108151190844
4480,2001,0.0528803502067551
4480,2003,0.0406731651337487
4480,2005,0.0280607832953706
4480,2007,0.0241142845202207
4480,2009,0.0420397930287012
4480,2011,0.0430203694319975
4480,2013,0.0419708333769701
5000,1985,0.0721095834562539
5000,1987,0.0814598632661132
5000,1989,0.0896541525759047
5000,1991,0.10047157554936
5000,1993,0.090698703693875
5000,1995,0.0898477870884985
5000,1997,0.0976192183464706
5000,1999,0.0900382000230529
5000,2001,0.0751124695857548
5000,2003,0.0649796274989592
5000,2005,0.0492629144645307
5000,2007,0.0489561651550344
5000,2009,0.0697193273468101
5000,2011,0.101487370141576
5000,2013,0.0807746507386125
5120,1985,0.0837292588290127
5120,1987,0.092762117001475
5120,1989,0.0946781206143373
5120,1991,0.097654662049335
5120,1993,0.103029091619222
5120,1995,0.104354193401203
5120,1997,0.0936582173959522
5120,1999,0.0933162969082399
5120,2001,0.0795566194447235
5120,2003,0.0708194577682268
5120,2005,0.0666455598629568
5120,2007,0.0665534676471425
5120,2009,0.0749823063450553
5120,2011,0.0935296672713622
5120,2013,0.0923928709453299
5380,1985,0.0626375721290376
5380,1987,0.0510540224369311
5380,1989,0.0550265544830237
5380,1991,0.0615492354916517
5380,1993,0.0696241799610148
5380,1995,0.0735814057511897
5380,1997,0.0703608519006229
5380,1999,0.0769304745192329
5380,2001,0.0638076351807883
5380,2003,0.0465008735821043
5380,2005,0.0476920219931165
5380,2007,0.0450157809794806
5380,2009,0.0520920240903822
5380,2011,0.0498151207618355
5380,2013,0.0512690769644585
5600,1985,0.0528033945943686
5600,1987,0.0405315328600782
5600,1989,0.044857038420363
5600,1991,0.0477945384742761
5600,1993,0.0501174020182805
5600,1995,0.0544939402061686
5600,1997,0.0581492435338361
5600,1999,0.0576269617252642
5600,2001,0.0431963958361287
5600,2003,0.0455240920192278
5600,2005,0.03301969886607
5600,2007,0.0277259490742622
5600,2009,0.0348652650447636
5600,2011,0.034694799943463
5600,2013,0.0346384327833041
5640,1985,0.0627808682376178
5640,1987,0.0422616684696256
5640,1989,0.0437299946608807
5640,1991,0.0599627726671267
5640,1993,0.0519672845254578
5640,1995,0.0587247590006189
5640,1997,0.0629616852042782
5640,1999,0.0741206412843693
5640,2001,0.0654111172054043
5640,2003,0.0453407683923186
5640,2005,0.0441988219284224
5640,2007,0.0366684693650047
5640,2009,0.0478832559434235
5640,2011,0.0526100182587283
5640,2013,0.0525249746614541
5720,1985,0.0689265503912167
5720,1987,0.0703055987008292
5720,1989,0.0686858646641084
5720,1991,0.0756394630329454
5720,1993,0.0751972131456093
5720,1995,0.0803957907713458
5720,1997,0.0656241545770726
5720,1999,0.0830058103459958
5720,2001,0.084616706132201
5720,2003,0.0903230049725665
5720,2005,0.0690318818932386
5720,2007,0.0459463061783032
5720,2009,0.055155808058335
5720,2011,0.0581872735835372
5720,2013,0.0623638822029486
5775,1985,0.0682227373797497
5775,1987,0.0615336221867094
5775,1989,0.0429600396824073
5775,1991,0.0507232401764904
5775,1993,0.0554230598740492
5775,1995,0.0619776432600215
5775,1997,0.0598227414517859
5775,1999,0.0650937830572225
5775,2001,0.0361683092789292
5775,2003,0.0300324198921835
5775,2005,0.0311038835432985
5775,2007,0.0277545368823167
5775,2009,0.043329539975012
5775,2011,0.0478699743873116
5775,2013,0.0411001125843693
5880,1985,0.0700783029666068
5880,1987,0.0804946234381581
5880,1989,0.103936089043463
5880,1991,0.119030082700022
5880,1993,0.129749397925734
5880,1995,0.125633981870065
5880,1997,0.114348342445938
5880,1999,0.0735562328525289
5880,2001,0.0762998708685522
5880,2003,0.0974512834880108
5880,2005,0.11687987017877
5880,2007,0.148020970506581
5880,2009,0.12040238618989
5880,2011,0.103446235458233
5880,2013,0.0872168160141154
6160,1985,0.0723713082049743
6160,1987,0.0669013607136594
6160,1989,0.0582081212144053
6160,1991,0.063885360280607
6160,1993,0.0643511186448404
6160,1995,0.0713798727289132
6160,1997,0.0615559826900781
6160,1999,0.0851436329413812
6160,2001,0.0763439630046588
6160,2003,0.0784405414894057
6160,2005,0.0775039188387594
6160,2007,0.0512712672424667
6160,2009,0.0670514551762477
6160,2011,0.063266265189482
6160,2013,0.0647786291370112
6200,1985,0.0663297858107662
6200,1987,0.0710152546751465
6200,1989,0.0838005253079068
6200,1991,0.0948460568348759
6200,1993,0.0934587910118396
6200,1995,0.0927008200640498
6200,1997,0.0802960508710888
6200,1999,0.0838445879463956
6200,2001,0.0786512127095567
6200,2003,0.0766998855633103
6200,2005,0.0620478540210109
6200,2007,0.0462788685208521
6200,2009,0.0781367660808059
6200,2011,0.0924444833546862
6200,2013,0.0705662945966728
6280,1985,0.079437465149148
6280,1987,0.0939978468750401
6280,1989,0.0862878719598478
6280,1991,0.0902462651550478
6280,1993,0.0890687963849176
6280,1995,0.0850972187112962
6280,1997,0.0929552723330257
6280,1999,0.0849055245295212
6280,2001,0.0955475578994146
6280,2003,0.117874799100038
6280,2005,0.113662763797524
6280,2007,0.104570243311199
6280,2009,0.12062079022774
6280,2011,0.0934203297975111
6280,2013,0.134515761187659
6780,1985,0.0725216061866669
6780,1987,0.0673172652701977
6780,1989,0.0591723706403525
6780,1991,0.0587897952691578
6780,1993,0.0673870594896475
6780,1995,0.079494893700405
6780,1997,0.088105842557092
6780,1999,0.0882192491887719
6780,2001,0.0821698264255834
6780,2003,0.0705174054239739
6780,2005,0.0460956000957937
6780,2007,0.027535671674165
6780,2009,0.0681265108998647
6780,2011,0.0816639871931235
6780,2013,0.0669624869422193
7040,1985,0.0848412864219889
7040,1987,0.0818278693192694
7040,1989,0.088829011275605
7040,1991,0.0797568279343363
7040,1993,0.0935202953496706
7040,1995,0.103254971776456
7040,1997,0.0800964062774836
7040,1999,0.0953863275817963
7040,2001,0.0989399310771402
7040,2003,0.089668228614423
7040,2005,0.08414829067011
7040,2007,0.0749678021240221
7040,2009,0.103180066767619
7040,2011,0.090626217757194
7040,2013,0.0894435378122478
7320,1985,0.0709133502731197
7320,1987,0.074673047139717
7320,1989,0.0629842814849738
7320,1991,0.0586731790116812
7320,1993,0.0703521589530332
7320,1995,0.0723101852401686
7320,1997,0.0729152421239504
7320,1999,0.0746519288262962
7320,2001,0.0511021590602262
7320,2003,0.0419695830399793
7320,2005,0.0331003371704143
7320,2007,0.0346388032755579
7320,2009,0.0480785287295772
7320,2011,0.0481452317721336
7320,2013,0.0502843411470238
7360,1985,0.0548509268179662
7360,1987,0.0563664379308702
7360,1989,0.0410242052187361
7360,1991,0.04134267572876
7360,1993,0.0463254478929588
7360,1995,0.0456664428473912
7360,1997,0.0477051731313025
7360,1999,0.0342120766444962
7360,2001,0.0219135749823447
7360,2003,0.0232985062774334
7360,2005,0.0233509091861159
7360,2007,0.0222252849214184
7360,2009,0.0321678506957515
7360,2011,0.0329461981806205
7360,2013,0.0282022750098299
7400,1985,0.0629695997671147
7400,1987,0.059470433899431
7400,1989,0.0429751411876647
7400,1991,0.0473178442916249
7400,1993,0.0519300111835764
7400,1995,0.0636717621481596
7400,1997,0.0513157216527856
7400,1999,0.0422540969723482
7400,2001,0.0274447188263775
7400,2003,0.0268587830312162
7400,2005,0.028972707521464
7400,2007,0.0243006215023634
7400,2009,0.0423869502176391
7400,2011,0.0430402178370977
7400,2013,0.033351960039797
7600,1985,0.0798962010128507
7600,1987,0.0900765079390538
7600,1989,0.0853077359591659
7600,1991,0.060959352962748
7600,1993,0.0605112195266793
7600,1995,0.0621342493599139
7600,1997,0.0591595877868312
7600,1999,0.0553126286813082
7600,2001,0.0448677595467031
7600,2003,0.0519849668726589
7600,2005,0.0410804663970144
7600,2007,0.0322373122651859
7600,2009,0.0413246107658066
7600,2011,0.0433468708492427
7600,2013,0.049575973143562
8280,1985,0.0872283768892805
8280,1987,0.087931493856792
8280,1989,0.0983720997149276
8280,1991,0.104694571592769
8280,1993,0.0956754145746301
8280,1995,0.106652714317
8280,1997,0.0956329112387267
8280,1999,0.119654659635831
8280,2001,0.113495625973542
8280,2003,0.0913759651204115
8280,2005,0.0714725994392363
8280,2007,0.0545674755747117
8280,2009,0.0969600844428916
8280,2011,0.0950597605599521
8280,2013,0.114102065634755
8840,1985,0.0828513793833181
8840,1987,0.0807034345115485
8840,1989,0.0649155028957453
8840,1991,0.0696890266289881
8840,1993,0.0680940501304083
8840,1995,0.0716140856551793
8840,1997,0.0729981972420338
8840,1999,0.0830863489369187
8840,2001,0.0766379442594882
8840,2003,0.0612294318416436
8840,2005,0.0445812420862352
8840,2007,0.0373160868834259
8840,2009,0.0527298743315174
8840,2011,0.0542367661787896
8840,2013,0.052140081779626
